SubjectName,SubjectCode,ChapterName,ChapterCode,TopicName,TopicCode,TopicID,Status,TopicStartDate,TopicEndDate,DisplayOrder
Chemistry,Chem,Amines,Ch19,Method of Preparation of Diazonium Salts,T06,Chem-Ch19-T06,NotStarted,,,6
Chemistry,Chem,Biomolecules,Ch20,Carbohydrates,T01,Chem-Ch20-T01,NotStarted,,,1
Chemistry,Chem,Biomolecules,Ch20,Proteins,T02,Chem-Ch20-T02,NotStarted,,,2
Chemistry,Chem,Biomolecules,Ch20,Enzymes,T03,Chem-Ch20-T03,NotStarted,,,3
Chemistry,Chem,Biomolecules,Ch20,Vitamins,T04,Chem-Ch20-T04,NotStarted,,,4
Chemistry,Chem,Biomolecules,Ch20,Nucleic Acids,T05,Chem-Ch20-T05,NotStarted,,,5
Physics,Phy,Unit & Measurment,Ch01,Introduction,T01,Phy-Ch01-T01,NotStarted,,,1
Physics,Phy,Unit & Measurment,Ch01,The international system of units,T02,Phy-Ch01-T02,NotStarted,,,2
Physics,Phy,Unit & Measurment,Ch01,"Measurement of length , Mass & Time",T03,Phy-Ch01-T03,NotStarted,,,3
Physics,Phy,Unit & Measurment,Ch01,"Accuracy, precision of instruments & errors in measurement",T04,Phy-Ch01-T04,NotStarted,,,4
Physics,Phy,Unit & Measurment,Ch01,Significant figures,T05,Phy-Ch01-T05,NotStarted,,,5
Physics,Phy,Unit & Measurment,Ch01,Dimensional formulae & dimensional equations,T06,Phy-Ch01-T06,NotStarted,,,6
Physics,Phy,Motion In A Straight Line,Ch02,"Position, path length & displacement",T01,Phy-Ch02-T01,NotStarted,,,1
Physics,Phy,Motion In A Straight Line,Ch02,Average velocity & average speed,T02,Phy-Ch02-T02,NotStarted,,,2
Physics,Phy,Motion In A Straight Line,Ch02,Instantaneous velocity & speed,T03,Phy-Ch02-T03,NotStarted,,,3
Physics,Phy,Motion In A Straight Line,Ch02,Acceleration,T04,Phy-Ch02-T04,NotStarted,,,4
Physics,Phy,Motion In A Straight Line,Ch02,Kinematic equations for uniformly accelerated motion,T05,Phy-Ch02-T05,NotStarted,,,5
Physics,Phy,Motion In A Straight Line,Ch02,Relative velocity,T06,Phy-Ch02-T06,NotStarted,,,6
Physics,Phy,Motion In A Plane,Ch03,Scalars & vectors,T01,Phy-Ch03-T01,NotStarted,,,1
Physics,Phy,Motion In A Plane,Ch03,Resolution of vectors,T02,Phy-Ch03-T02,NotStarted,,,2
Physics,Phy,Motion In A Plane,Ch03,Motion in a plane with constant acceleration,T03,Phy-Ch03-T03,NotStarted,,,3
Physics,Phy,Motion In A Plane,Ch03,Relative velocity in two dimensions,T04,Phy-Ch03-T04,NotStarted,,,4
Physics,Phy,Motion In A Plane,Ch03,Projectile motion,T05,Phy-Ch03-T05,NotStarted,,,5
Physics,Phy,Motion In A Plane,Ch03,Uniform circular motion,T06,Phy-Ch03-T06,NotStarted,,,6
Physics,Phy,Laws Of Motion,Ch04,Aristotle’s fallacy,T01,Phy-Ch04-T01,NotStarted,,,1
Physics,Phy,Laws Of Motion,Ch04,The law of inertia,T02,Phy-Ch04-T02,NotStarted,,,2
Physics,Phy,Laws Of Motion,Ch04,Newton’s first law of motion,T03,Phy-Ch04-T03,NotStarted,,,3
Physics,Phy,Laws Of Motion,Ch04,Newton’s second law of motion,T04,Phy-Ch04-T04,NotStarted,,,4
Physics,Phy,Laws Of Motion,Ch04,Newton’s third law of motion,T05,Phy-Ch04-T05,NotStarted,,,5
Physics,Phy,Laws Of Motion,Ch04,Conservation of momentum,T06,Phy-Ch04-T06,NotStarted,,,6
Physics,Phy,Laws Of Motion,Ch04,Equilibrium of a particle,T07,Phy-Ch04-T07,NotStarted,,,7
Physics,Phy,Laws Of Motion,Ch04,Common forces in mechanics,T08,Phy-Ch04-T08,NotStarted,,,8
Physics,Phy,Laws Of Motion,Ch04,Circular motion,T09,Phy-Ch04-T09,NotStarted,,,9
Physics,Phy,"Work, Energy & Power",Ch05,Work,T01,Phy-Ch05-T01,NotStarted,,,1
Physics,Phy,"Work, Energy & Power",Ch05,Kinetic energy,T02,Phy-Ch05-T02,NotStarted,,,2
Physics,Phy,"Work, Energy & Power",Ch05,Work done by a variable force,T03,Phy-Ch05-T03,NotStarted,,,3
Physics,Phy,"Work, Energy & Power",Ch05,The concept of potential energy,T04,Phy-Ch05-T04,NotStarted,,,4
Physics,Phy,"Work, Energy & Power",Ch05,The conservation of mechanical energy,T05,Phy-Ch05-T05,NotStarted,,,5
Physics,Phy,"Work, Energy & Power",Ch05,Forms of energy \:Law of conservation of energy,T06,Phy-Ch05-T06,NotStarted,,,6
Physics,Phy,"Work, Energy & Power",Ch05,Power,T07,Phy-Ch05-T07,NotStarted,,,7
Physics,Phy,"Work, Energy & Power",Ch05,Collisions,T08,Phy-Ch05-T08,NotStarted,,,8
Physics,Phy,Systems Of Particles & Rotational Motion,Ch06,Centre of mass,T01,Phy-Ch06-T01,NotStarted,,,1
Physics,Phy,Systems Of Particles & Rotational Motion,Ch06,Motion of centre of mass,T02,Phy-Ch06-T02,NotStarted,,,2
Physics,Phy,Systems Of Particles & Rotational Motion,Ch06,Linear momentum of a system of particles,T03,Phy-Ch06-T03,NotStarted,,,3
Physics,Phy,Systems Of Particles & Rotational Motion,Ch06,Vector product of two vectors,T04,Phy-Ch06-T04,NotStarted,,,4
Physics,Phy,Systems Of Particles & Rotational Motion,Ch06,Angular velocity & its relation with linear velocity,T05,Phy-Ch06-T05,NotStarted,,,5
Physics,Phy,Systems Of Particles & Rotational Motion,Ch06,Torque & angular momentum,T06,Phy-Ch06-T06,NotStarted,,,6
Physics,Phy,Systems Of Particles & Rotational Motion,Ch06,Moment of inertia,T07,Phy-Ch06-T07,NotStarted,,,7
Physics,Phy,Systems Of Particles & Rotational Motion,Ch06,Kinematics of rotational motion about a fixed axis,T08,Phy-Ch06-T08,NotStarted,,,8
Physics,Phy,Systems Of Particles & Rotational Motion,Ch06,Angular momentum : rotation about a fixed axis,T09,Phy-Ch06-T09,NotStarted,,,9
Physics,Phy,Systems Of Particles & Rotational Motion,Ch06,Rolling motion,T10,Phy-Ch06-T10,NotStarted,,,10
Physics,Phy,Gravitation,Ch07,Kepler’s laws,T01,Phy-Ch07-T01,NotStarted,,,1
Physics,Phy,Gravitation,Ch07,Universal law of gravitation,T02,Phy-Ch07-T02,NotStarted,,,2
Physics,Phy,Gravitation,Ch07,The gravitational constant,T03,Phy-Ch07-T03,NotStarted,,,3
Physics,Phy,Gravitation,Ch07,Acceleration due to gravity below earth surface,T04,Phy-Ch07-T04,NotStarted,,,4
Physics,Phy,Gravitation,Ch07,Acceleration due to gravity above earth surface,T05,Phy-Ch07-T05,NotStarted,,,5
Physics,Phy,Gravitation,Ch07,Gravitational potential energy,T06,Phy-Ch07-T06,NotStarted,,,6
Physics,Phy,Gravitation,Ch07,Escape speed,T07,Phy-Ch07-T07,NotStarted,,,7
Physics,Phy,Gravitation,Ch07,Energy of an orbiting satellite,T08,Phy-Ch07-T08,NotStarted,,,8
Physics,Phy,Mechanical Properties Of Solids,Ch08,Elastic behaviour of solids,T01,Phy-Ch08-T01,NotStarted,,,1
Physics,Phy,Mechanical Properties Of Solids,Ch08,Stress & strain,T02,Phy-Ch08-T02,NotStarted,,,2
Physics,Phy,Mechanical Properties Of Solids,Ch08,Hooke’s law,T03,Phy-Ch08-T03,NotStarted,,,3
Physics,Phy,Mechanical Properties Of Solids,Ch08,Stress-strain curve,T04,Phy-Ch08-T04,NotStarted,,,4
Physics,Phy,Mechanical Properties Of Solids,Ch08,Elastic moduli,T05,Phy-Ch08-T05,NotStarted,,,5
Physics,Phy,Mechanical Properties Of Solids,Ch08,Applications of elastic behaviour of materials,T06,Phy-Ch08-T06,NotStarted,,,6
Physics,Phy,Mechanical Properties Of Fluids,Ch09,Pressure,T01,Phy-Ch09-T01,NotStarted,,,1
Physics,Phy,Mechanical Properties Of Fluids,Ch09,Streamline flow,T02,Phy-Ch09-T02,NotStarted,,,2
Physics,Phy,Mechanical Properties Of Fluids,Ch09,Bernoulli’s principle,T03,Phy-Ch09-T03,NotStarted,,,3
Physics,Phy,Mechanical Properties Of Fluids,Ch09,Viscosity,T04,Phy-Ch09-T04,NotStarted,,,4
Physics,Phy,Mechanical Properties Of Fluids,Ch09,Surface tension,T05,Phy-Ch09-T05,NotStarted,,,5
Physics,Phy,Thermal Properties Of Matter,Ch10,Temperature & heat,T01,Phy-Ch10-T01,NotStarted,,,1
Physics,Phy,Thermal Properties Of Matter,Ch10,Measurement of temperature,T02,Phy-Ch10-T02,NotStarted,,,2
Physics,Phy,Thermal Properties Of Matter,Ch10,Ideal-gas equation & absolute temperature,T03,Phy-Ch10-T03,NotStarted,,,3
Physics,Phy,Thermal Properties Of Matter,Ch10,Thermal expansion,T04,Phy-Ch10-T04,NotStarted,,,4
Physics,Phy,Thermal Properties Of Matter,Ch10,Specific heat capacity,T05,Phy-Ch10-T05,NotStarted,,,5
Physics,Phy,Thermal Properties Of Matter,Ch10,Calorimetry,T06,Phy-Ch10-T06,NotStarted,,,6
Physics,Phy,Thermal Properties Of Matter,Ch10,Change of state,T07,Phy-Ch10-T07,NotStarted,,,7
Physics,Phy,Thermal Properties Of Matter,Ch10,Heat transfer,T08,Phy-Ch10-T08,NotStarted,,,8
Physics,Phy,Thermal Properties Of Matter,Ch10,Newton’s law of cooling,T09,Phy-Ch10-T09,NotStarted,,,9
Physics,Phy,Thermodynamics,Ch11,Thermal equilibrium,T01,Phy-Ch11-T01,NotStarted,,,1
Physics,Phy,Thermodynamics,Ch11,Zeroth law of Thermodynamics,T02,Phy-Ch11-T02,NotStarted,,,2
Physics,Phy,Thermodynamics,Ch11,"Heat, internal energy & work",T03,Phy-Ch11-T03,NotStarted,,,3
Physics,Phy,Thermodynamics,Ch11,First law of thermodynamics,T04,Phy-Ch11-T04,NotStarted,,,4
Physics,Phy,Thermodynamics,Ch11,Specific heat capacity,T05,Phy-Ch11-T05,NotStarted,,,5
Physics,Phy,Thermodynamics,Ch11,Therdynamic processes,T06,Phy-Ch11-T06,NotStarted,,,6
Physics,Phy,Thermodynamics,Ch11,Heat engines,T07,Phy-Ch11-T07,NotStarted,,,7
Physics,Phy,Thermodynamics,Ch11,Refrigerators & heat pumps,T08,Phy-Ch11-T08,NotStarted,,,8
Physics,Phy,Thermodynamics,Ch11,Second law of thermodynamics,T09,Phy-Ch11-T09,NotStarted,,,9
Physics,Phy,Thermodynamics,Ch11,Reversible & irreversible processes,T10,Phy-Ch11-T10,NotStarted,,,10
Physics,Phy,Thermodynamics,Ch11,Carnot engine,T11,Phy-Ch11-T11,NotStarted,,,11
Physics,Phy,Kinetic Theory,Ch12,Molecular nature of matter,T01,Phy-Ch12-T01,NotStarted,,,1
Physics,Phy,Kinetic Theory,Ch12,Behaviour of gases,T02,Phy-Ch12-T02,NotStarted,,,2
Physics,Phy,Kinetic Theory,Ch12,Kinetic theory of an ideal gas,T03,Phy-Ch12-T03,NotStarted,,,3
Physics,Phy,Kinetic Theory,Ch12,Law of equipartition of energy,T04,Phy-Ch12-T04,NotStarted,,,4
Physics,Phy,Kinetic Theory,Ch12,Specific heat capacity,T05,Phy-Ch12-T05,NotStarted,,,5
Physics,Phy,Kinetic Theory,Ch12,Mean free path,T06,Phy-Ch12-T06,NotStarted,,,6
Physics,Phy,Simple Harmonic Motion,Ch13,Periodic & oscillatory motions,T01,Phy-Ch13-T01,NotStarted,,,1
Physics,Phy,Simple Harmonic Motion,Ch13,Simple harmonic motion & uniform circular motion,T02,Phy-Ch13-T02,NotStarted,,,2
Physics,Phy,Simple Harmonic Motion,Ch13,Velocity & acceleration in simple harmonic motion,T03,Phy-Ch13-T03,NotStarted,,,3
Physics,Phy,Simple Harmonic Motion,Ch13,Forced oscillations & resonance,T04,Phy-Ch13-T04,NotStarted,,,4
Physics,Phy,Waves,Ch14,Transverse & longitudinal waves,T01,Phy-Ch14-T01,NotStarted,,,1
Physics,Phy,Waves,Ch14,Displacement relation in a progressive wave,T02,Phy-Ch14-T02,NotStarted,,,2
Physics,Phy,Waves,Ch14,The speed of a travelling wave,T03,Phy-Ch14-T03,NotStarted,,,3
Physics,Phy,Waves,Ch14,Reflection of waves,T04,Phy-Ch14-T04,NotStarted,,,4
Physics,Phy,Waves,Ch14,Beats,T05,Phy-Ch14-T05,NotStarted,,,5
Physics,Phy,Waves,Ch14,Doppler effect,T06,Phy-Ch14-T06,NotStarted,,,6
Physics,Phy,Electric Charges & Fields,Ch15,Electric Charge,T01,Phy-Ch15-T01,NotStarted,,,1
Physics,Phy,Electric Charges & Fields,Ch15,Conductors & Insulators,T02,Phy-Ch15-T02,NotStarted,,,2
Physics,Phy,Electric Charges & Fields,Ch15,Charging & Induction,T03,Phy-Ch15-T03,NotStarted,,,3
Physics,Phy,Electric Charges & Fields,Ch15,Additivity OF Charges,T04,Phy-Ch15-T04,NotStarted,,,4
Physics,Phy,Electric Charges & Fields,Ch15,Coloumbs law,T05,Phy-Ch15-T05,NotStarted,,,5
Physics,Phy,Electric Charges & Fields,Ch15,Electric Field,T06,Phy-Ch15-T06,NotStarted,,,6
Physics,Phy,Electric Charges & Fields,Ch15,Electric Flux,T07,Phy-Ch15-T07,NotStarted,,,7
Physics,Phy,Electric Charges & Fields,Ch15,Electric Dipole,T08,Phy-Ch15-T08,NotStarted,,,8
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Electrostatic Potential,T01,Phy-Ch16-T01,NotStarted,,,1
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Potential due to a Point Charge,T02,Phy-Ch16-T02,NotStarted,,,2
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Potential due to an Electric Dipole,T03,Phy-Ch16-T03,NotStarted,,,3
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Potential due to a System of Charges,T04,Phy-Ch16-T04,NotStarted,,,4
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Equipotential Surfaces,T05,Phy-Ch16-T05,NotStarted,,,5
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Potential Energy of a System of Charges,T06,Phy-Ch16-T06,NotStarted,,,6
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Potential Energy in an External Field,T07,Phy-Ch16-T07,NotStarted,,,7
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Electrostatics of Conductors,T08,Phy-Ch16-T08,NotStarted,,,8
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Dielectrics & Polarisation,T09,Phy-Ch16-T09,NotStarted,,,9
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Capacitors & Capacitance,T10,Phy-Ch16-T10,NotStarted,,,10
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,The Parallel Plate Capacitor,T11,Phy-Ch16-T11,NotStarted,,,11
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Effect of Dielectric on Capacitance,T12,Phy-Ch16-T12,NotStarted,,,12
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Combination of Capacitors,T13,Phy-Ch16-T13,NotStarted,,,13
Physics,Phy,Electrostatic Potential & Capacitance,Ch16,Energy Stored in a Capacitor,T14,Phy-Ch16-T14,NotStarted,,,14
Physics,Phy,Current Electricity,Ch17,Electric Current,T01,Phy-Ch17-T01,NotStarted,,,1
Physics,Phy,Current Electricity,Ch17,Electric Currents in Conductors,T02,Phy-Ch17-T02,NotStarted,,,2
Physics,Phy,Current Electricity,Ch17,Ohm’s law,T03,Phy-Ch17-T03,NotStarted,,,3
Physics,Phy,Current Electricity,Ch17,Drift of Electrons & the Origin,T04,Phy-Ch17-T04,NotStarted,,,4
Physics,Phy,Current Electricity,Ch17,Limitations of Ohm’s Law,T05,Phy-Ch17-T05,NotStarted,,,5
Physics,Phy,Current Electricity,Ch17,Resistivity of Various Materials,T06,Phy-Ch17-T06,NotStarted,,,6
Physics,Phy,Current Electricity,Ch17,Temperature Dependence of Resistivity,T07,Phy-Ch17-T07,NotStarted,,,7
Physics,Phy,Current Electricity,Ch17,"Electrical Energy, Power",T08,Phy-Ch17-T08,NotStarted,,,8
Physics,Phy,Current Electricity,Ch17,Combination of Resistors — Series &,T09,Phy-Ch17-T09,NotStarted,,,9
Physics,Phy,Current Electricity,Ch17,"Cells, emf, Internal Resistance",T10,Phy-Ch17-T10,NotStarted,,,10
Physics,Phy,Current Electricity,Ch17,Cells in Series & in Parallel,T11,Phy-Ch17-T11,NotStarted,,,11
Physics,Phy,Current Electricity,Ch17,Kirchhoff’s Rules,T12,Phy-Ch17-T12,NotStarted,,,12
Physics,Phy,Current Electricity,Ch17,Wheatstone Bridge,T13,Phy-Ch17-T13,NotStarted,,,13
Physics,Phy,Current Electricity,Ch17,Meter Bridge,T14,Phy-Ch17-T14,NotStarted,,,14
Physics,Phy,Current Electricity,Ch17,Potentiometer,T15,Phy-Ch17-T15,NotStarted,,,15
Physics,Phy,Moving Charges & Magnetism,Ch18,Magnetic Force,T01,Phy-Ch18-T01,NotStarted,,,1
Physics,Phy,Moving Charges & Magnetism,Ch18,Motion in a Magnetic Field,T02,Phy-Ch18-T02,NotStarted,,,2
Physics,Phy,Moving Charges & Magnetism,Ch18,Motion in Combined Electric & Magnetic Fields,T03,Phy-Ch18-T03,NotStarted,,,3
Physics,Phy,Moving Charges & Magnetism,Ch18,"Magnetic Field due to a Current Element, Biot-Savart Law",T04,Phy-Ch18-T04,NotStarted,,,4
Physics,Phy,Moving Charges & Magnetism,Ch18,Magnetic Field on the Axis of a Circular Current Loop,T05,Phy-Ch18-T05,NotStarted,,,5
Physics,Phy,Moving Charges & Magnetism,Ch18,Ampere’s Circuital Law,T06,Phy-Ch18-T06,NotStarted,,,6
Physics,Phy,Moving Charges & Magnetism,Ch18,The Solenoid & the Toroid,T07,Phy-Ch18-T07,NotStarted,,,7
Physics,Phy,Moving Charges & Magnetism,Ch18,"Force between Two Parallel Currents, the Ampere",T08,Phy-Ch18-T08,NotStarted,,,8
Physics,Phy,Moving Charges & Magnetism,Ch18,"Torque on Current Loop, Magnetic Dipole",T09,Phy-Ch18-T09,NotStarted,,,9
Physics,Phy,Moving Charges & Magnetism,Ch18,The Moving Coil Galvanometer,T10,Phy-Ch18-T10,NotStarted,,,10
Physics,Phy,Magnetism & Matter,Ch19,The Bar Magnet,T01,Phy-Ch19-T01,NotStarted,,,1
Physics,Phy,Magnetism & Matter,Ch19,Magnetism & Gauss’s Law,T02,Phy-Ch19-T02,NotStarted,,,2
Physics,Phy,Magnetism & Matter,Ch19,The Earth’s Magnetism,T03,Phy-Ch19-T03,NotStarted,,,3
Physics,Phy,Magnetism & Matter,Ch19,Magnetisation & Magnetic Intensity,T04,Phy-Ch19-T04,NotStarted,,,4
Physics,Phy,Magnetism & Matter,Ch19,Magnetic Properties of Materials,T05,Phy-Ch19-T05,NotStarted,,,5
Physics,Phy,Magnetism & Matter,Ch19,Permanent Magnets & Electromagnets,T06,Phy-Ch19-T06,NotStarted,,,6
Physics,Phy,Electromagnetic Induction,Ch20,The Experiments of Faraday & Henry,T01,Phy-Ch20-T01,NotStarted,,,1
Physics,Phy,Electromagnetic Induction,Ch20,Magnetic Flux,T02,Phy-Ch20-T02,NotStarted,,,2
Physics,Phy,Electromagnetic Induction,Ch20,Faraday’s Law of Induction,T03,Phy-Ch20-T03,NotStarted,,,3
Physics,Phy,Electromagnetic Induction,Ch20,Lenz’s Law & Conservation of Energy,T04,Phy-Ch20-T04,NotStarted,,,4
Physics,Phy,Electromagnetic Induction,Ch20,Motional Electromotive Force,T05,Phy-Ch20-T05,NotStarted,,,5
Physics,Phy,Electromagnetic Induction,Ch20,Energy Consideration: A Quantitative Study,T06,Phy-Ch20-T06,NotStarted,,,6
Physics,Phy,Electromagnetic Induction,Ch20,Eddy Currents,T07,Phy-Ch20-T07,NotStarted,,,7
Physics,Phy,Alternating Current,Ch21,Inductance,T01,Phy-Ch21-T01,NotStarted,,,1
Physics,Phy,Alternating Current,Ch21,AC Generator,T02,Phy-Ch21-T02,NotStarted,,,2
Physics,Phy,Alternating Current,Ch21,AC Voltage Applied to a Resistor,T03,Phy-Ch21-T03,NotStarted,,,3
Physics,Phy,Alternating Current,Ch21,Representation of AC by Rotating Vectors — Phasors,T04,Phy-Ch21-T04,NotStarted,,,4
Physics,Phy,Alternating Current,Ch21,Representation of Voltage by Rotating Vectors — Phasors,T05,Phy-Ch21-T05,NotStarted,,,5
Physics,Phy,Alternating Current,Ch21,AC Voltage Applied to an Inductor & capacitor,T06,Phy-Ch21-T06,NotStarted,,,6
Physics,Phy,Alternating Current,Ch21,AC Voltage Applied to a Series LCR Circuit,T07,Phy-Ch21-T07,NotStarted,,,7
Physics,Phy,Alternating Current,Ch21,Power in AC Circuit: The Power Factor,T08,Phy-Ch21-T08,NotStarted,,,8
Physics,Phy,Alternating Current,Ch21,LC Oscillations,T09,Phy-Ch21-T09,NotStarted,,,9
Physics,Phy,Alternating Current,Ch21,Transformers,T10,Phy-Ch21-T10,NotStarted,,,10
Physics,Phy,Electromagnetic Waves,Ch22,Displacement Current,T01,Phy-Ch22-T01,NotStarted,,,1
Physics,Phy,Electromagnetic Waves,Ch22,Electromagnetic Waves,T02,Phy-Ch22-T02,NotStarted,,,2
Physics,Phy,Electromagnetic Waves,Ch22,Electromagnetic Spectrum,T03,Phy-Ch22-T03,NotStarted,,,3
Physics,Phy,Ray Optics & Optical Instruments,Ch23,Reflection of Light by Spherical Mirrors,T01,Phy-Ch23-T01,NotStarted,,,1
Physics,Phy,Ray Optics & Optical Instruments,Ch23,Refraction,T02,Phy-Ch23-T02,NotStarted,,,2
Physics,Phy,Ray Optics & Optical Instruments,Ch23,Total Internal Reflection,T03,Phy-Ch23-T03,NotStarted,,,3
Physics,Phy,Ray Optics & Optical Instruments,Ch23,Refraction at Spherical Surfaces & by Lenses,T04,Phy-Ch23-T04,NotStarted,,,4
Physics,Phy,Ray Optics & Optical Instruments,Ch23,Refraction through a Prism,T05,Phy-Ch23-T05,NotStarted,,,5
Physics,Phy,Ray Optics & Optical Instruments,Ch23,Some Natural Phenomena due to Sunlight,T06,Phy-Ch23-T06,NotStarted,,,6
Physics,Phy,Ray Optics & Optical Instruments,Ch23,Optical Instruments,T07,Phy-Ch23-T07,NotStarted,,,7
Physics,Phy,Wave Optics,Ch24,Huygens Principle,T01,Phy-Ch24-T01,NotStarted,,,1
Physics,Phy,Wave Optics,Ch24,Refraction & Reflection of Plane Waves using Huygens Principle,T02,Phy-Ch24-T02,NotStarted,,,2
Physics,Phy,Wave Optics,Ch24,Coherent & Incoherent Addition of Waves,T03,Phy-Ch24-T03,NotStarted,,,3
Physics,Phy,Wave Optics,Ch24,Interference of Light Waves & Young’s Experiment,T04,Phy-Ch24-T04,NotStarted,,,4
Physics,Phy,Wave Optics,Ch24,Diffraction,T05,Phy-Ch24-T05,NotStarted,,,5
Physics,Phy,Wave Optics,Ch24,Polarisation,T06,Phy-Ch24-T06,NotStarted,,,6
Physics,Phy,Dual Nature Of Radiation & Matter,Ch25,Electron Emission,T01,Phy-Ch25-T01,NotStarted,,,1
Physics,Phy,Dual Nature Of Radiation & Matter,Ch25,Photoelectric Effect,T02,Phy-Ch25-T02,NotStarted,,,2
Physics,Phy,Dual Nature Of Radiation & Matter,Ch25,Experimental Study of Photoelectric Effect,T03,Phy-Ch25-T03,NotStarted,,,3
Physics,Phy,Dual Nature Of Radiation & Matter,Ch25,Photoelectric Effect & Wave Theory of Light,T04,Phy-Ch25-T04,NotStarted,,,4
Physics,Phy,Dual Nature Of Radiation & Matter,Ch25,Einstein’s Photoelectric Equation: Energy Quantum of Radiation,T05,Phy-Ch25-T05,NotStarted,,,5
Physics,Phy,Dual Nature Of Radiation & Matter,Ch25,Particle Nature of Light: The Photon,T06,Phy-Ch25-T06,NotStarted,,,6
Physics,Phy,Dual Nature Of Radiation & Matter,Ch25,Wave Nature of Matter,T07,Phy-Ch25-T07,NotStarted,,,7
Physics,Phy,Dual Nature Of Radiation & Matter,Ch25,Davisson & Germer Experiment,T08,Phy-Ch25-T08,NotStarted,,,8
Physics,Phy,Atoms,Ch26,Alpha -particle Scattering & Rutherford’s Nuclear Model of Atom,T01,Phy-Ch26-T01,NotStarted,,,1
Physics,Phy,Atoms,Ch26,Atomic Spectra,T02,Phy-Ch26-T02,NotStarted,,,2
Physics,Phy,Atoms,Ch26,Bohr Model of the Hydrogen Atom,T03,Phy-Ch26-T03,NotStarted,,,3
Physics,Phy,Atoms,Ch26,Line Spectra of the Hydrogen Atom,T04,Phy-Ch26-T04,NotStarted,,,4
Physics,Phy,Atoms,Ch26,DE Broglie’s Explanation of Bohr’s Second Postulate of Quantisation,T05,Phy-Ch26-T05,NotStarted,,,5
Physics,Phy,Nuclei,Ch27,Atomic Masses & Composition of Nucleus,T01,Phy-Ch27-T01,NotStarted,,,1
Physics,Phy,Nuclei,Ch27,Size of the Nucleus,T02,Phy-Ch27-T02,NotStarted,,,2
Physics,Phy,Nuclei,Ch27,Mass Energy& Nuclear Binding Energy,T03,Phy-Ch27-T03,NotStarted,,,3
Physics,Phy,Nuclei,Ch27,Nuclear Force,T04,Phy-Ch27-T04,NotStarted,,,4
Physics,Phy,Nuclei,Ch27,Radioactivity,T05,Phy-Ch27-T05,NotStarted,,,5
Physics,Phy,Nuclei,Ch27,Nuclear Energy,T06,Phy-Ch27-T06,NotStarted,,,6
Physics,Phy,"Semiconductor: Materials, Devices & Circuits",Ch28,"Classification of Metals, Conductors & Semiconductors",T01,Phy-Ch28-T01,NotStarted,,,1
Physics,Phy,"Semiconductor: Materials, Devices & Circuits",Ch28,Intrinsic Semiconductor,T02,Phy-Ch28-T02,NotStarted,,,2
Physics,Phy,"Semiconductor: Materials, Devices & Circuits",Ch28,Extrinsic Semiconductor,T03,Phy-Ch28-T03,NotStarted,,,3
Physics,Phy,"Semiconductor: Materials, Devices & Circuits",Ch28,p-n Junction,T04,Phy-Ch28-T04,NotStarted,,,4
Physics,Phy,"Semiconductor: Materials, Devices & Circuits",Ch28,Semiconductor Diode,T05,Phy-Ch28-T05,NotStarted,,,5
Physics,Phy,"Semiconductor: Materials, Devices & Circuits",Ch28,Application of Junction Diode as a Rectifier,T06,Phy-Ch28-T06,NotStarted,,,6
Physics,Phy,"Semiconductor: Materials, Devices & Circuits",Ch28,Special Purpose p-n Junction Diodes,T07,Phy-Ch28-T07,NotStarted,,,7
Physics,Phy,"Semiconductor: Materials, Devices & Circuits",Ch28,Digital Electronics & Logic Gates,T08,Phy-Ch28-T08,NotStarted,,,8
